Date,Close
31/08/2015 ,28.19
01/09/2015 ,26.93
02/09/2015 ,28.09
03/09/2015 ,27.59
04/09/2015 ,27.32
08/09/2015 ,28.08
09/09/2015 ,27.54
10/09/2015 ,28.14
11/09/2015 ,28.55
14/09/2015 ,28.83
15/09/2015 ,29.07
16/09/2015 ,29.1
17/09/2015 ,28.48
18/09/2015 ,28.36
21/09/2015 ,28.8
22/09/2015 ,28.35
23/09/2015 ,28.58
24/09/2015 ,28.75
25/09/2015 ,28.68
28/09/2015 ,28.11
29/09/2015 ,27.27
30/09/2015 ,27.58
01/10/2015 ,27.4
02/10/2015 ,27.6
05/10/2015 ,27.7
06/10/2015 ,27.83
07/10/2015 ,27.7
08/10/2015 ,27.38
09/10/2015 ,28.03
12/10/2015 ,27.9
13/10/2015 ,27.95
14/10/2015 ,27.55
15/10/2015 ,27.97
16/10/2015 ,27.76
19/10/2015 ,27.93
20/10/2015 ,28.44
21/10/2015 ,28.44
22/10/2015 ,28.88
23/10/2015 ,29.77
26/10/2015 ,28.82
27/10/2015 ,28.64
28/10/2015 ,29.82
29/10/2015 ,30.13
30/10/2015 ,29.88
02/11/2015 ,30.3
03/11/2015 ,30.64
04/11/2015 ,30.5
05/11/2015 ,30.23
06/11/2015 ,30.27
09/11/2015 ,30.14
10/11/2015 ,29.19
11/11/2015 ,29.03
12/11/2015 ,28.93
13/11/2015 ,28.09
16/11/2015 ,28.54
17/11/2015 ,28.42
18/11/2015 ,29.32
19/11/2015 ,29.7
20/11/2015 ,29.83
23/11/2015 ,29.44
24/11/2015 ,29.72
25/11/2015 ,29.51
27/11/2015 ,29.45
30/11/2015 ,29.58
01/12/2015 ,29.34
02/12/2015 ,29.07
03/12/2015 ,28.8
04/12/2015 ,29.76
07/12/2015 ,29.57
08/12/2015 ,29.56
09/12/2015 ,28.91
10/12/2015 ,29.04
11/12/2015 ,28.3
14/12/2015 ,28.12
15/12/2015 ,27.62
16/12/2015 ,27.84
17/12/2015 ,27.25
18/12/2015 ,26.51
21/12/2015 ,26.83
22/12/2015 ,26.81
23/12/2015 ,27.15
24/12/2015 ,27.01
28/12/2015 ,26.71
29/12/2015 ,27.19
30/12/2015 ,26.83
