Date,Close
19/05/2015 ,537.36
20/05/2015 ,539.27
21/05/2015 ,542.51
22/05/2015 ,540.11
26/05/2015 ,532.32
27/05/2015 ,539.79
28/05/2015 ,539.78
29/05/2015 ,532.11
01/06/2015 ,533.99
02/06/2015 ,539.18
03/06/2015 ,540.31
04/06/2015 ,536.7
05/06/2015 ,533.33
08/06/2015 ,526.83
09/06/2015 ,526.69
10/06/2015 ,536.69
11/06/2015 ,534.61
12/06/2015 ,532.33
15/06/2015 ,527.2
16/06/2015 ,528.15
17/06/2015 ,529.26
18/06/2015 ,536.73
19/06/2015 ,536.69
22/06/2015 ,538.19
23/06/2015 ,540.48
24/06/2015 ,537.84
25/06/2015 ,535.23
26/06/2015 ,531.69
29/06/2015 ,521.52
30/06/2015 ,520.51
01/07/2015 ,521.84
02/07/2015 ,523.4
06/07/2015 ,522.86
07/07/2015 ,525.02
08/07/2015 ,516.83
09/07/2015 ,520.68
10/07/2015 ,530.13
13/07/2015 ,546.55
14/07/2015 ,561.1
15/07/2015 ,560.22
16/07/2015 ,579.85
17/07/2015 ,672.93
20/07/2015 ,663.02
21/07/2015 ,662.3
22/07/2015 ,662.1
23/07/2015 ,644.28
24/07/2015 ,623.56
27/07/2015 ,627.26
28/07/2015 ,628
29/07/2015 ,631.93
30/07/2015 ,632.59
31/07/2015 ,625.61
03/08/2015 ,631.21
04/08/2015 ,629.25
05/08/2015 ,643.78
06/08/2015 ,642.68
07/08/2015 ,635.3
10/08/2015 ,633.73
11/08/2015 ,660.78
12/08/2015 ,659.56
13/08/2015 ,656.45
14/08/2015 ,657.12
17/08/2015 ,660.87
18/08/2015 ,656.13
19/08/2015 ,660.9
20/08/2015 ,646.83
21/08/2015 ,612.48
24/08/2015 ,589.61
25/08/2015 ,582.06
26/08/2015 ,628.62
27/08/2015 ,637.61
28/08/2015 ,630.38
31/08/2015 ,618.25
01/09/2015 ,597.79
02/09/2015 ,614.34
03/09/2015 ,606.25
04/09/2015 ,600.7
08/09/2015 ,614.66
09/09/2015 ,612.72
10/09/2015 ,621.35
11/09/2015 ,625.77
14/09/2015 ,623.24
15/09/2015 ,635.14
16/09/2015 ,635.98
17/09/2015 ,642.9
18/09/2015 ,629.25
21/09/2015 ,635.44
22/09/2015 ,622.69
23/09/2015 ,622.36
24/09/2015 ,625.8
25/09/2015 ,611.97
28/09/2015 ,594.89
29/09/2015 ,594.97
30/09/2015 ,608.42
01/10/2015 ,611.29
02/10/2015 ,626.91
05/10/2015 ,641.47
06/10/2015 ,645.44
07/10/2015 ,642.36
08/10/2015 ,639.16
09/10/2015 ,643.61
12/10/2015 ,646.67
13/10/2015 ,652.3
14/10/2015 ,651.16
15/10/2015 ,661.74
16/10/2015 ,662.2
19/10/2015 ,666.1
20/10/2015 ,650.28
21/10/2015 ,642.61
22/10/2015 ,651.79
23/10/2015 ,702
26/10/2015 ,712.78
27/10/2015 ,708.49
28/10/2015 ,712.95
29/10/2015 ,716.92
30/10/2015 ,710.81
02/11/2015 ,721.11
03/11/2015 ,722.16
04/11/2015 ,728.11
05/11/2015 ,731.25
06/11/2015 ,733.76
09/11/2015 ,724.89
10/11/2015 ,728.32
11/11/2015 ,735.4
12/11/2015 ,731.23
13/11/2015 ,717
16/11/2015 ,728.96
17/11/2015 ,725.3
18/11/2015 ,740
19/11/2015 ,738.41
20/11/2015 ,756.6
23/11/2015 ,755.98
24/11/2015 ,748.28
25/11/2015 ,748.15
27/11/2015 ,750.26
30/11/2015 ,742.6
01/12/2015 ,767.04
02/12/2015 ,762.38
03/12/2015 ,752.54
04/12/2015 ,766.81
07/12/2015 ,763.25
08/12/2015 ,762.37
09/12/2015 ,751.61
10/12/2015 ,749.46
11/12/2015 ,738.87
14/12/2015 ,747.77
15/12/2015 ,743.4
16/12/2015 ,758.09
17/12/2015 ,749.43
18/12/2015 ,739.31
21/12/2015 ,747.77
22/12/2015 ,750
23/12/2015 ,750.31
24/12/2015 ,748.4
28/12/2015 ,762.51
29/12/2015 ,776.6
30/12/2015 ,771
