Date,Close
24/09/2015 ,100.62
25/09/2015 ,100.3
28/09/2015 ,98.49
29/09/2015 ,99.42
30/09/2015 ,102.2
01/10/2015 ,102.67
02/10/2015 ,103
05/10/2015 ,103.85
06/10/2015 ,103.77
07/10/2015 ,103.39
08/10/2015 ,104.61
09/10/2015 ,105.56
12/10/2015 ,106.35
13/10/2015 ,106.59
14/10/2015 ,105.73
15/10/2015 ,107.89
16/10/2015 ,108.24
19/10/2015 ,109.47
20/10/2015 ,109.84
21/10/2015 ,110.09
22/10/2015 ,113.25
23/10/2015 ,113.09
26/10/2015 ,113.52
27/10/2015 ,113.77
28/10/2015 ,114.34
29/10/2015 ,115.04
30/10/2015 ,113.74
02/11/2015 ,115.04
03/11/2015 ,115.54
04/11/2015 ,113.25
05/11/2015 ,113
06/11/2015 ,115.67
09/11/2015 ,116.42
10/11/2015 ,117.42
11/11/2015 ,116.52
12/11/2015 ,116.21
13/11/2015 ,114.84
16/11/2015 ,115.92
17/11/2015 ,116.13
18/11/2015 ,118.14
19/11/2015 ,118.71
20/11/2015 ,120.07
23/11/2015 ,119.42
24/11/2015 ,117.95
25/11/2015 ,118.67
27/11/2015 ,115.13
30/11/2015 ,113.47
01/12/2015 ,115.39
02/12/2015 ,114
03/12/2015 ,111.89
04/12/2015 ,114.24
07/12/2015 ,113.83
08/12/2015 ,112.48
09/12/2015 ,111.47
10/12/2015 ,110.76
11/12/2015 ,108.04
14/12/2015 ,109.35
15/12/2015 ,112.16
16/12/2015 ,113.79
17/12/2015 ,112.01
18/12/2015 ,107.72
21/12/2015 ,106.59
22/12/2015 ,106.74
23/12/2015 ,105.56
24/12/2015 ,105.86
28/12/2015 ,107.25
29/12/2015 ,107.08
30/12/2015 ,106.34
